dataset_id,Nf,stress_amp,strain_amp,deltaK,dadN,fatigue_data_type,material,am_process,am_machine,power_w,scan_speed,hatch_spacing,layer_thickness,preheat_temp,build_direction,am_environment,scan_pattern,scan_rotation,fatigue_temp,fatigue_environment,r_ratio,frequency_hz,load_control,specimen_description,specimen_size_mm,Kt,E_gpa,yield_strength,uts,elongation,material_group
1922,,,,8.115207998308994,3.428114748652309e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,31.748423032564553,2.4197128879237074e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.613926653618492,9.915393703344997e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.9096092772428057,1.6649539036659757e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2858484693307686,1.973344692905152e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.971799585527113,8.728897817969395e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.0033914514445432,1.3928727408018121e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,20.798176446153,4.385977714517585e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,28.7140296608173,1.529332243485468e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,36.234931089293944,3.4573662440613065e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.575305334261898,7.240667386009419e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,58.008313750636226,2.0071647711384956e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.785516486240217,8.017870557087029e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.694472522869935,7.05843609486808e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,60.51456713745959,2.7957250960165177e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.363176034965228,1.679160660160474e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.925477470578565,6.006172289804251e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,34.00735889253148,2.2415761933060147e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.019313101752174,3.9608279489123426e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,46.21182896374491,6.538801521119582e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,28.7140296608173,1.8752653567234285e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.894266124716751,1.0171384545005918e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.815923137204654,1.334938488311054e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.6911711188679233,2.992366334925978e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5948694460758386,1.5293322434854678e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.035480144044404,8.655045846143562e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,37.60113188897516,3.8284751301914945e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,23.36371532032176,8.509211118552306e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.6523446838357927,1.1073386097777863e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5759127323157482,1.940094472068752e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.6523446838357927,8.509211118552306e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.755007901261238,8.878497636062996e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.7501860402306986,6.939503726003286e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.557055982407467,2.076553733078562e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.396908655342064,1.2055377429483323e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.396908655342064,1.4410252367944713e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.41008552525026,4.654753412189636e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.903484379943518,3.5166201581270473e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.616318910775482,1.7669834113783432e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.604861275711919,8.437217834532677e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.131976181377024,8.655045846143562e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.035613147130903,2.112142654750967e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,26.665343779544425,1.2472139489906033e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,40.70465585353426,5.06753839608124e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.603093041183857,1.3694032849104113e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,57.095464084604636,1.5163931297378288e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5759127323157482,1.7520336191095855e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.019313101752174,4.0630866902847795e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,40.920440344790215,5.06753839608124e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.519640268380925,6.109108800315778e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2685213063206824,1.6093187321733666e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.97199455365749,1.175197072992746e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5759127323157482,6.764852045922914e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.3917575396521635,3.486867337294894e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.14976274246533,3.6692359991855906e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.6717065804780042,1.3463292817719482e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,4.884986585227961,6.707617138020444e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.116631236352857,5.955356290353015e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.110405588812884,1.679160660160474e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,26.24572375286319,1.0703364000951465e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.613926653618492,1.940094472068752e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,59.5622777356517,1.6368999680416734e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.115207998308994,2.5247246608492643e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,46.70308615064666,7.240667386009418e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,12.519557472566591,1.8912666635625377e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,4.657978441579848,6.374234613100433e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.051410062508826,4.615371267384876e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5759127323157482,1.6230507636126002e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,12.001051188850209,1.7972667761775516e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,44.06433862275469,6.057421893170056e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.519640268380925,9.185432942726585e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.072910507145202,1.4047578769685372e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.110405588812884,1.4410252367944713e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.7501860402306986,2.5033639004864633e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,6.230015009837885,1.2685892685078846e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.35608055543301,3.3991107393131153e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.646775644156012,3.894089277016937e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.482618120174836,4.0630866902847795e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,21.46854075307463,4.6153712673848854e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,39.85283693934294,5.332578647681401e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2170861172938454,7.882772027357623e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.3738718896202817,1.0171384545005918e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,57.095464084604636,1.7225124184001267e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.87841102654773,4.203550179762748e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,4.633415668065475,5.470252585508269e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.3917575396521635,7.684380408500249e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.557055982407467,2.1301651935801878e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.63308488768374,6.428624827020306e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.940502619658583,6.880791154915199e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.713390263410341,6.483479142993165e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.4459853979763158,4.982152010533666e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.9561284867736686,1.6230507636126002e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,33.828028939682675,2.2994481239160876e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.133153196105784,4.8567624649102564e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.409738005518056,1.0171384545005918e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.764883119262075,8.1552844668213e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,10.295066633602998,9.74832252135563e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.02036021061016,5.0246638303962826e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2858484693307686,4.8567624649102564e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,59.5622777356517,1.7669834113783432e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,31.916728529039265,2.4197128879237074e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.133153196105784,1.0171384545005918e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,42.91471174738252,5.904970226254231e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,46.45680821228173,7.427603436537213e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.0353191562916937,1.3810881603707174e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.02984631065708,3.428114748652309e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.921005333822716,5.707653032983567e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.613926653618492,1.5035634890398082e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.3207788478036764,1.693488640389541e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.613926653618492,2.0415644732438478e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.14976274246533,2.358814164056115e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,36.04385454894109,2.6794415053748314e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.0675862702213053,2.0415644732438478e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.971799585527113,1.0171384545005918e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,19.831673192984553,4.063086690284771e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,10.683231529872259,8.581818708501397e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,10.796800163403354,1.135927342731985e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.861807180438685,3.0178996663707844e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.166460339747702,3.9608279489123426e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2341406108546003,8.295053438595317e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.051410062508826,2.567994539575757e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.779110947753579,3.1757405793271673e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.6911711188679233,2.843639503370766e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,10.026471083195133,6.006172289804251e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,5.909176751100307,9.831503229233361e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.7501860402306986,1.7820607675742058e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,9.662168943241252,5.707653032983567e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,34.5510729459222,2.9670490315426593e-07,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.3383830397375247,5.6593626944123124e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.456933593084651,2.9419459284873952e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5382986692147105,3.486867337294894e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,55.31263395890253,1.6368999680416734e-06,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.2170861172938454,1.2158243827893986e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.51070538545225,4.203550179762748e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.482618120174836,1.279413915838683e-10,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,2.9405400259401353,1.2261987967045984e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,8.421183567285443,3.5166201581270473e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,10.969420801161345,1.4288332559273134e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.1001964013388092,6.109108800315778e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.051410062508826,3.069621802490231e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,19.11110850745135,3.399110739313115e-08,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.5948694460758386,8.954256282398348e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,3.4642533378565443,2.5033639004864633e-11,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
1922,,,,7.576156012049149,2.589906781724092e-09,dadn,316l,lpbf,slm250hl,,,,30,100,0,ar,,,25,air,0.1,,load,ctastme647,,1.0,,462.0,565.0,53.7,316L
